Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 01:01] Train Step 112600/1000000, Batch Size = 64, Examples/Sec = 7372.17, Accuracy = 0.63, Loss = 1.165
[2019-11-27 01:01] Train Step 112700/1000000, Batch Size = 64, Examples/Sec = 7281.19, Accuracy = 0.68, Loss = 1.048
[2019-11-27 01:01] Train Step 112800/1000000, Batch Size = 64, Examples/Sec = 7384.95, Accuracy = 0.65, Loss = 1.121
[2019-11-27 01:01] Train Step 112900/1000000, Batch Size = 64, Examples/Sec = 6947.81, Accuracy = 0.64, Loss = 1.183
[2019-11-27 01:01] Train Step 113000/1000000, Batch Size = 64, Examples/Sec = 7460.48, Accuracy = 0.64, Loss = 1.167
[2019-11-27 01:01] Train Step 113100/1000000, Batch Size = 64, Examples/Sec = 7253.84, Accuracy = 0.65, Loss = 1.111
[2019-11-27 01:01] Train Step 113200/1000000, Batch Size = 64, Examples/Sec = 7357.42, Accuracy = 0.64, Loss = 1.166
[2019-11-27 01:01] Train Step 113300/1000000, Batch Size = 64, Examples/Sec = 6062.91, Accuracy = 0.67, Loss = 1.092
[2019-11-27 01:01] Train Step 113400/1000000, Batch Size = 64, Examples/Sec = 7357.82, Accuracy = 0.65, Loss = 1.130
[2019-11-27 01:01] Train Step 113500/1000000, Batch Size = 64, Examples/Sec = 7333.50, Accuracy = 0.63, Loss = 1.157
[2019-11-27 01:01] Train Step 113600/1000000, Batch Size = 64, Examples/Sec = 7276.45, Accuracy = 0.65, Loss = 1.110
[2019-11-27 01:01] Train Step 113700/1000000, Batch Size = 64, Examples/Sec = 7334.10, Accuracy = 0.63, Loss = 1.180
[2019-11-27 01:01] Train Step 113800/1000000, Batch Size = 64, Examples/Sec = 6488.81, Accuracy = 0.64, Loss = 1.165
[2019-11-27 01:01] Train Step 113900/1000000, Batch Size = 64, Examples/Sec = 5052.71, Accuracy = 0.65, Loss = 1.107
[2019-11-27 01:01] Train Step 114000/1000000, Batch Size = 64, Examples/Sec = 6286.40, Accuracy = 0.63, Loss = 1.135
[2019-11-27 01:01] Train Step 114100/1000000, Batch Size = 64, Examples/Sec = 7232.53, Accuracy = 0.65, Loss = 1.165
[2019-11-27 01:01] Train Step 114200/1000000, Batch Size = 64, Examples/Sec = 7219.69, Accuracy = 0.66, Loss = 1.101
[2019-11-27 01:01] Train Step 114300/1000000, Batch Size = 64, Examples/Sec = 7296.42, Accuracy = 0.65, Loss = 1.128
[2019-11-27 01:01] Train Step 114400/1000000, Batch Size = 64, Examples/Sec = 7345.94, Accuracy = 0.64, Loss = 1.162
[2019-11-27 01:01] Train Step 114500/1000000, Batch Size = 64, Examples/Sec = 7356.01, Accuracy = 0.65, Loss = 1.115
[2019-11-27 01:01] Train Step 114600/1000000, Batch Size = 64, Examples/Sec = 7382.92, Accuracy = 0.65, Loss = 1.121
[2019-11-27 01:01] Train Step 114700/1000000, Batch Size = 64, Examples/Sec = 7306.55, Accuracy = 0.64, Loss = 1.144
[2019-11-27 01:01] Train Step 114800/1000000, Batch Size = 64, Examples/Sec = 5957.42, Accuracy = 0.65, Loss = 1.162
[2019-11-27 01:01] Train Step 114900/1000000, Batch Size = 64, Examples/Sec = 6330.28, Accuracy = 0.64, Loss = 1.167
[2019-11-27 01:01] Train Step 115000/1000000, Batch Size = 64, Examples/Sec = 6086.01, Accuracy = 0.67, Loss = 1.085
[2019-11-27 01:01] Train Step 115100/1000000, Batch Size = 64, Examples/Sec = 4387.06, Accuracy = 0.65, Loss = 1.156
[2019-11-27 01:01] Train Step 115200/1000000, Batch Size = 64, Examples/Sec = 6783.81, Accuracy = 0.64, Loss = 1.158
[2019-11-27 01:01] Train Step 115300/1000000, Batch Size = 64, Examples/Sec = 5589.26, Accuracy = 0.65, Loss = 1.112
[2019-11-27 01:02] Train Step 115400/1000000, Batch Size = 64, Examples/Sec = 7205.93, Accuracy = 0.66, Loss = 1.068
[2019-11-27 01:02] Train Step 115500/1000000, Batch Size = 64, Examples/Sec = 7155.61, Accuracy = 0.65, Loss = 1.147
[2019-11-27 01:02] Train Step 115600/1000000, Batch Size = 64, Examples/Sec = 7312.92, Accuracy = 0.65, Loss = 1.103
[2019-11-27 01:02] Train Step 115700/1000000, Batch Size = 64, Examples/Sec = 7065.39, Accuracy = 0.65, Loss = 1.112
[2019-11-27 01:02] Train Step 115800/1000000, Batch Size = 64, Examples/Sec = 6969.09, Accuracy = 0.65, Loss = 1.129
[2019-11-27 01:02] Train Step 115900/1000000, Batch Size = 64, Examples/Sec = 7288.90, Accuracy = 0.65, Loss = 1.146
[2019-11-27 01:02] Train Step 116000/1000000, Batch Size = 64, Examples/Sec = 7338.31, Accuracy = 0.67, Loss = 1.085
[2019-11-27 01:02] Train Step 116100/1000000, Batch Size = 64, Examples/Sec = 7204.77, Accuracy = 0.66, Loss = 1.137
[2019-11-27 01:02] Train Step 116200/1000000, Batch Size = 64, Examples/Sec = 5935.42, Accuracy = 0.65, Loss = 1.140
[2019-11-27 01:02] Train Step 116300/1000000, Batch Size = 64, Examples/Sec = 5262.92, Accuracy = 0.63, Loss = 1.156
[2019-11-27 01:02] Train Step 116400/1000000, Batch Size = 64, Examples/Sec = 4568.34, Accuracy = 0.65, Loss = 1.132
[2019-11-27 01:02] Train Step 116500/1000000, Batch Size = 64, Examples/Sec = 5610.29, Accuracy = 0.65, Loss = 1.153
[2019-11-27 01:02] Train Step 116600/1000000, Batch Size = 64, Examples/Sec = 4716.26, Accuracy = 0.64, Loss = 1.167
[2019-11-27 01:02] Train Step 116700/1000000, Batch Size = 64, Examples/Sec = 5854.90, Accuracy = 0.62, Loss = 1.168
[2019-11-27 01:02] Train Step 116800/1000000, Batch Size = 64, Examples/Sec = 4770.83, Accuracy = 0.64, Loss = 1.188
[2019-11-27 01:02] Train Step 116900/1000000, Batch Size = 64, Examples/Sec = 4951.13, Accuracy = 0.63, Loss = 1.190
[2019-11-27 01:02] Train Step 117000/1000000, Batch Size = 64, Examples/Sec = 5742.67, Accuracy = 0.65, Loss = 1.096
[2019-11-27 01:02] Train Step 117100/1000000, Batch Size = 64, Examples/Sec = 5243.60, Accuracy = 0.66, Loss = 1.102
[2019-11-27 01:02] Train Step 117200/1000000, Batch Size = 64, Examples/Sec = 5107.03, Accuracy = 0.66, Loss = 1.109
[2019-11-27 01:02] Train Step 117300/1000000, Batch Size = 64, Examples/Sec = 5205.87, Accuracy = 0.63, Loss = 1.170
[2019-11-27 01:02] Train Step 117400/1000000, Batch Size = 64, Examples/Sec = 5149.35, Accuracy = 0.65, Loss = 1.135
[2019-11-27 01:02] Train Step 117500/1000000, Batch Size = 64, Examples/Sec = 4998.05, Accuracy = 0.65, Loss = 1.119
[2019-11-27 01:02] Train Step 117600/1000000, Batch Size = 64, Examples/Sec = 5285.41, Accuracy = 0.64, Loss = 1.164
[2019-11-27 01:02] Train Step 117700/1000000, Batch Size = 64, Examples/Sec = 4908.40, Accuracy = 0.64, Loss = 1.166
[2019-11-27 01:02] Train Step 117800/1000000, Batch Size = 64, Examples/Sec = 5566.20, Accuracy = 0.66, Loss = 1.086
[2019-11-27 01:02] Train Step 117900/1000000, Batch Size = 64, Examples/Sec = 5321.77, Accuracy = 0.68, Loss = 1.082
[2019-11-27 01:02] Train Step 118000/1000000, Batch Size = 64, Examples/Sec = 5171.17, Accuracy = 0.64, Loss = 1.138
[2019-11-27 01:02] Train Step 118100/1000000, Batch Size = 64, Examples/Sec = 5436.56, Accuracy = 0.65, Loss = 1.123
[2019-11-27 01:02] Train Step 118200/1000000, Batch Size = 64, Examples/Sec = 5146.48, Accuracy = 0.65, Loss = 1.143
[2019-11-27 01:02] Train Step 118300/1000000, Batch Size = 64, Examples/Sec = 5195.19, Accuracy = 0.65, Loss = 1.147
[2019-11-27 01:02] Train Step 118400/1000000, Batch Size = 64, Examples/Sec = 5107.80, Accuracy = 0.64, Loss = 1.167
[2019-11-27 01:02] Train Step 118500/1000000, Batch Size = 64, Examples/Sec = 5152.41, Accuracy = 0.66, Loss = 1.109
[2019-11-27 01:02] Train Step 118600/1000000, Batch Size = 64, Examples/Sec = 5505.13, Accuracy = 0.65, Loss = 1.140
[2019-11-27 01:02] Train Step 118700/1000000, Batch Size = 64, Examples/Sec = 4875.15, Accuracy = 0.64, Loss = 1.132
[2019-11-27 01:03] Train Step 118800/1000000, Batch Size = 64, Examples/Sec = 5346.89, Accuracy = 0.65, Loss = 1.146
[2019-11-27 01:03] Train Step 118900/1000000, Batch Size = 64, Examples/Sec = 5186.36, Accuracy = 0.65, Loss = 1.163
[2019-11-27 01:03] Train Step 119000/1000000, Batch Size = 64, Examples/Sec = 5189.26, Accuracy = 0.66, Loss = 1.090
[2019-11-27 01:03] Train Step 119100/1000000, Batch Size = 64, Examples/Sec = 5229.30, Accuracy = 0.67, Loss = 1.103
[2019-11-27 01:03] Train Step 119200/1000000, Batch Size = 64, Examples/Sec = 5506.59, Accuracy = 0.66, Loss = 1.131
[2019-11-27 01:03] Train Step 119300/1000000, Batch Size = 64, Examples/Sec = 5179.45, Accuracy = 0.62, Loss = 1.215
[2019-11-27 01:03] Train Step 119400/1000000, Batch Size = 64, Examples/Sec = 5608.53, Accuracy = 0.66, Loss = 1.124
[2019-11-27 01:03] Train Step 119500/1000000, Batch Size = 64, Examples/Sec = 5644.02, Accuracy = 0.64, Loss = 1.142
[2019-11-27 01:03] Train Step 119600/1000000, Batch Size = 64, Examples/Sec = 5520.18, Accuracy = 0.66, Loss = 1.120
[2019-11-27 01:03] Train Step 119700/1000000, Batch Size = 64, Examples/Sec = 5493.07, Accuracy = 0.66, Loss = 1.120
[2019-11-27 01:03] Train Step 119800/1000000, Batch Size = 64, Examples/Sec = 5501.52, Accuracy = 0.62, Loss = 1.205
[2019-11-27 01:03] Train Step 119900/1000000, Batch Size = 64, Examples/Sec = 5437.33, Accuracy = 0.67, Loss = 1.109
[2019-11-27 01:03] Train Step 120000/1000000, Batch Size = 64, Examples/Sec = 5875.02, Accuracy = 0.66, Loss = 1.100
[2019-11-27 01:03] Train Step 120100/1000000, Batch Size = 64, Examples/Sec = 5020.21, Accuracy = 0.65, Loss = 1.129
[2019-11-27 01:03] Train Step 120200/1000000, Batch Size = 64, Examples/Sec = 7512.89, Accuracy = 0.64, Loss = 1.142
[2019-11-27 01:03] Train Step 120300/1000000, Batch Size = 64, Examples/Sec = 4561.66, Accuracy = 0.64, Loss = 1.159
[2019-11-27 01:03] Train Step 120400/1000000, Batch Size = 64, Examples/Sec = 7364.28, Accuracy = 0.65, Loss = 1.141
[2019-11-27 01:03] Train Step 120500/1000000, Batch Size = 64, Examples/Sec = 7391.66, Accuracy = 0.67, Loss = 1.075
[2019-11-27 01:03] Train Step 120600/1000000, Batch Size = 64, Examples/Sec = 7377.84, Accuracy = 0.63, Loss = 1.156
[2019-11-27 01:03] Train Step 120700/1000000, Batch Size = 64, Examples/Sec = 5115.20, Accuracy = 0.64, Loss = 1.139
[2019-11-27 01:03] Train Step 120800/1000000, Batch Size = 64, Examples/Sec = 6903.14, Accuracy = 0.66, Loss = 1.139
[2019-11-27 01:03] Train Step 120900/1000000, Batch Size = 64, Examples/Sec = 4528.49, Accuracy = 0.65, Loss = 1.129
[2019-11-27 01:03] Train Step 121000/1000000, Batch Size = 64, Examples/Sec = 6496.34, Accuracy = 0.64, Loss = 1.140
[2019-11-27 01:03] Train Step 121100/1000000, Batch Size = 64, Examples/Sec = 5005.79, Accuracy = 0.65, Loss = 1.148
[2019-11-27 01:03] Train Step 121200/1000000, Batch Size = 64, Examples/Sec = 5353.51, Accuracy = 0.64, Loss = 1.148
[2019-11-27 01:03] Train Step 121300/1000000, Batch Size = 64, Examples/Sec = 6703.85, Accuracy = 0.65, Loss = 1.147
[2019-11-27 01:03] Train Step 121400/1000000, Batch Size = 64, Examples/Sec = 5412.77, Accuracy = 0.65, Loss = 1.140
[2019-11-27 01:03] Train Step 121500/1000000, Batch Size = 64, Examples/Sec = 5159.94, Accuracy = 0.65, Loss = 1.112
[2019-11-27 01:03] Train Step 121600/1000000, Batch Size = 64, Examples/Sec = 5160.04, Accuracy = 0.66, Loss = 1.118
[2019-11-27 01:03] Train Step 121700/1000000, Batch Size = 64, Examples/Sec = 6717.94, Accuracy = 0.65, Loss = 1.151
[2019-11-27 01:03] Train Step 121800/1000000, Batch Size = 64, Examples/Sec = 5412.22, Accuracy = 0.65, Loss = 1.153
[2019-11-27 01:03] Train Step 121900/1000000, Batch Size = 64, Examples/Sec = 4952.41, Accuracy = 0.64, Loss = 1.172
[2019-11-27 01:03] Train Step 122000/1000000, Batch Size = 64, Examples/Sec = 5697.94, Accuracy = 0.64, Loss = 1.170
[2019-11-27 01:04] Train Step 122100/1000000, Batch Size = 64, Examples/Sec = 5224.00, Accuracy = 0.66, Loss = 1.111
[2019-11-27 01:04] Train Step 122200/1000000, Batch Size = 64, Examples/Sec = 5123.50, Accuracy = 0.67, Loss = 1.094
[2019-11-27 01:04] Train Step 122300/1000000, Batch Size = 64, Examples/Sec = 5357.99, Accuracy = 0.65, Loss = 1.137
[2019-11-27 01:04] Train Step 122400/1000000, Batch Size = 64, Examples/Sec = 5133.10, Accuracy = 0.68, Loss = 1.084
[2019-11-27 01:04] Train Step 122500/1000000, Batch Size = 64, Examples/Sec = 4960.37, Accuracy = 0.63, Loss = 1.155
[2019-11-27 01:04] Train Step 122600/1000000, Batch Size = 64, Examples/Sec = 5439.97, Accuracy = 0.65, Loss = 1.133
[2019-11-27 01:04] Train Step 122700/1000000, Batch Size = 64, Examples/Sec = 5238.58, Accuracy = 0.65, Loss = 1.131
[2019-11-27 01:04] Train Step 122800/1000000, Batch Size = 64, Examples/Sec = 5039.43, Accuracy = 0.64, Loss = 1.155
[2019-11-27 01:04] Train Step 122900/1000000, Batch Size = 64, Examples/Sec = 5145.89, Accuracy = 0.65, Loss = 1.108
[2019-11-27 01:04] Train Step 123000/1000000, Batch Size = 64, Examples/Sec = 4924.43, Accuracy = 0.63, Loss = 1.183
[2019-11-27 01:04] Train Step 123100/1000000, Batch Size = 64, Examples/Sec = 5154.09, Accuracy = 0.65, Loss = 1.178
[2019-11-27 01:04] Train Step 123200/1000000, Batch Size = 64, Examples/Sec = 4982.38, Accuracy = 0.64, Loss = 1.151
[2019-11-27 01:04] Train Step 123300/1000000, Batch Size = 64, Examples/Sec = 5120.08, Accuracy = 0.64, Loss = 1.168
[2019-11-27 01:04] Train Step 123400/1000000, Batch Size = 64, Examples/Sec = 4954.42, Accuracy = 0.66, Loss = 1.111
[2019-11-27 01:04] Train Step 123500/1000000, Batch Size = 64, Examples/Sec = 4977.66, Accuracy = 0.64, Loss = 1.147
[2019-11-27 01:04] Train Step 123600/1000000, Batch Size = 64, Examples/Sec = 4985.89, Accuracy = 0.66, Loss = 1.132
[2019-11-27 01:04] Train Step 123700/1000000, Batch Size = 64, Examples/Sec = 4179.35, Accuracy = 0.66, Loss = 1.122
[2019-11-27 01:04] Train Step 123800/1000000, Batch Size = 64, Examples/Sec = 5602.33, Accuracy = 0.67, Loss = 1.089
[2019-11-27 01:04] Train Step 123900/1000000, Batch Size = 64, Examples/Sec = 5593.10, Accuracy = 0.64, Loss = 1.139
[2019-11-27 01:04] Train Step 124000/1000000, Batch Size = 64, Examples/Sec = 5012.71, Accuracy = 0.66, Loss = 1.129
[2019-11-27 01:04] Train Step 124100/1000000, Batch Size = 64, Examples/Sec = 5527.23, Accuracy = 0.65, Loss = 1.112
[2019-11-27 01:04] Train Step 124200/1000000, Batch Size = 64, Examples/Sec = 4911.18, Accuracy = 0.65, Loss = 1.142
[2019-11-27 01:04] Train Step 124300/1000000, Batch Size = 64, Examples/Sec = 4887.93, Accuracy = 0.63, Loss = 1.135
[2019-11-27 01:04] Train Step 124400/1000000, Batch Size = 64, Examples/Sec = 5002.15, Accuracy = 0.65, Loss = 1.130
[2019-11-27 01:04] Train Step 124500/1000000, Batch Size = 64, Examples/Sec = 5528.48, Accuracy = 0.66, Loss = 1.113
[2019-11-27 01:04] Train Step 124600/1000000, Batch Size = 64, Examples/Sec = 4825.46, Accuracy = 0.66, Loss = 1.121
[2019-11-27 01:04] Train Step 124700/1000000, Batch Size = 64, Examples/Sec = 4858.12, Accuracy = 0.65, Loss = 1.151
[2019-11-27 01:04] Train Step 124800/1000000, Batch Size = 64, Examples/Sec = 5009.34, Accuracy = 0.65, Loss = 1.146
[2019-11-27 01:04] Train Step 124900/1000000, Batch Size = 64, Examples/Sec = 6532.23, Accuracy = 0.66, Loss = 1.090
[2019-11-27 01:04] Train Step 125000/1000000, Batch Size = 64, Examples/Sec = 5299.39, Accuracy = 0.65, Loss = 1.151
[2019-11-27 01:04] Train Step 125100/1000000, Batch Size = 64, Examples/Sec = 7291.47, Accuracy = 0.60, Loss = 1.239
[2019-11-27 01:05] Train Step 125200/1000000, Batch Size = 64, Examples/Sec = 6553.60, Accuracy = 0.64, Loss = 1.150
[2019-11-27 01:05] Train Step 125300/1000000, Batch Size = 64, Examples/Sec = 7176.46, Accuracy = 0.64, Loss = 1.133
[2019-11-27 01:05] Train Step 125400/1000000, Batch Size = 64, Examples/Sec = 5685.02, Accuracy = 0.67, Loss = 1.086
[2019-11-27 01:05] Train Step 125500/1000000, Batch Size = 64, Examples/Sec = 7175.50, Accuracy = 0.65, Loss = 1.116
[2019-11-27 01:05] Train Step 125600/1000000, Batch Size = 64, Examples/Sec = 7279.41, Accuracy = 0.63, Loss = 1.141
[2019-11-27 01:05] Train Step 125700/1000000, Batch Size = 64, Examples/Sec = 7180.49, Accuracy = 0.67, Loss = 1.110
[2019-11-27 01:05] Train Step 125800/1000000, Batch Size = 64, Examples/Sec = 4418.25, Accuracy = 0.64, Loss = 1.135
[2019-11-27 01:05] Train Step 125900/1000000, Batch Size = 64, Examples/Sec = 5260.76, Accuracy = 0.64, Loss = 1.208
[2019-11-27 01:05] Train Step 126000/1000000, Batch Size = 64, Examples/Sec = 4375.40, Accuracy = 0.67, Loss = 1.128
[2019-11-27 01:05] Train Step 126100/1000000, Batch Size = 64, Examples/Sec = 6922.19, Accuracy = 0.66, Loss = 1.100
[2019-11-27 01:05] Train Step 126200/1000000, Batch Size = 64, Examples/Sec = 7196.47, Accuracy = 0.64, Loss = 1.122
[2019-11-27 01:05] Train Step 126300/1000000, Batch Size = 64, Examples/Sec = 7180.87, Accuracy = 0.63, Loss = 1.140
[2019-11-27 01:05] Train Step 126400/1000000, Batch Size = 64, Examples/Sec = 7258.74, Accuracy = 0.65, Loss = 1.121
[2019-11-27 01:05] Train Step 126500/1000000, Batch Size = 64, Examples/Sec = 7169.75, Accuracy = 0.65, Loss = 1.135
[2019-11-27 01:05] Train Step 126600/1000000, Batch Size = 64, Examples/Sec = 5055.85, Accuracy = 0.63, Loss = 1.202
[2019-11-27 01:05] Train Step 126700/1000000, Batch Size = 64, Examples/Sec = 6895.87, Accuracy = 0.67, Loss = 1.075
[2019-11-27 01:05] Train Step 126800/1000000, Batch Size = 64, Examples/Sec = 7239.16, Accuracy = 0.67, Loss = 1.089
[2019-11-27 01:05] Train Step 126900/1000000, Batch Size = 64, Examples/Sec = 5380.87, Accuracy = 0.64, Loss = 1.125
[2019-11-27 01:05] Train Step 127000/1000000, Batch Size = 64, Examples/Sec = 7089.46, Accuracy = 0.67, Loss = 1.074
[2019-11-27 01:05] Train Step 127100/1000000, Batch Size = 64, Examples/Sec = 7196.47, Accuracy = 0.65, Loss = 1.095
[2019-11-27 01:05] Train Step 127200/1000000, Batch Size = 64, Examples/Sec = 7128.62, Accuracy = 0.63, Loss = 1.156
[2019-11-27 01:05] Train Step 127300/1000000, Batch Size = 64, Examples/Sec = 7060.19, Accuracy = 0.64, Loss = 1.191
[2019-11-27 01:05] Train Step 127400/1000000, Batch Size = 64, Examples/Sec = 6329.08, Accuracy = 0.64, Loss = 1.133
[2019-11-27 01:05] Train Step 127500/1000000, Batch Size = 64, Examples/Sec = 7274.48, Accuracy = 0.65, Loss = 1.136
[2019-11-27 01:05] Train Step 127600/1000000, Batch Size = 64, Examples/Sec = 5076.03, Accuracy = 0.64, Loss = 1.183
[2019-11-27 01:05] Train Step 127700/1000000, Batch Size = 64, Examples/Sec = 4506.45, Accuracy = 0.64, Loss = 1.159
[2019-11-27 01:05] Train Step 127800/1000000, Batch Size = 64, Examples/Sec = 4602.09, Accuracy = 0.64, Loss = 1.172
[2019-11-27 01:05] Train Step 127900/1000000, Batch Size = 64, Examples/Sec = 4516.45, Accuracy = 0.64, Loss = 1.187
[2019-11-27 01:05] Train Step 128000/1000000, Batch Size = 64, Examples/Sec = 5535.55, Accuracy = 0.67, Loss = 1.090
[2019-11-27 01:05] Train Step 128100/1000000, Batch Size = 64, Examples/Sec = 4236.47, Accuracy = 0.63, Loss = 1.172
[2019-11-27 01:05] Train Step 128200/1000000, Batch Size = 64, Examples/Sec = 7324.90, Accuracy = 0.67, Loss = 1.104
[2019-11-27 01:05] Train Step 128300/1000000, Batch Size = 64, Examples/Sec = 4560.42, Accuracy = 0.64, Loss = 1.131
[2019-11-27 01:05] Train Step 128400/1000000, Batch Size = 64, Examples/Sec = 5437.00, Accuracy = 0.63, Loss = 1.182
[2019-11-27 01:05] Train Step 128500/1000000, Batch Size = 64, Examples/Sec = 5768.84, Accuracy = 0.64, Loss = 1.139
[2019-11-27 01:05] Train Step 128600/1000000, Batch Size = 64, Examples/Sec = 7207.87, Accuracy = 0.64, Loss = 1.166
[2019-11-27 01:06] Train Step 128700/1000000, Batch Size = 64, Examples/Sec = 5247.39, Accuracy = 0.65, Loss = 1.130
[2019-11-27 01:06] Train Step 128800/1000000, Batch Size = 64, Examples/Sec = 5505.80, Accuracy = 0.65, Loss = 1.117
[2019-11-27 01:06] Train Step 128900/1000000, Batch Size = 64, Examples/Sec = 5178.15, Accuracy = 0.66, Loss = 1.136
[2019-11-27 01:06] Train Step 129000/1000000, Batch Size = 64, Examples/Sec = 6774.40, Accuracy = 0.66, Loss = 1.128
[2019-11-27 01:06] Train Step 129100/1000000, Batch Size = 64, Examples/Sec = 6662.75, Accuracy = 0.64, Loss = 1.154
[2019-11-27 01:06] Train Step 129200/1000000, Batch Size = 64, Examples/Sec = 6763.13, Accuracy = 0.65, Loss = 1.137
[2019-11-27 01:06] Train Step 129300/1000000, Batch Size = 64, Examples/Sec = 5762.02, Accuracy = 0.66, Loss = 1.098
[2019-11-27 01:06] Train Step 129400/1000000, Batch Size = 64, Examples/Sec = 5092.11, Accuracy = 0.65, Loss = 1.144
[2019-11-27 01:06] Train Step 129500/1000000, Batch Size = 64, Examples/Sec = 5069.51, Accuracy = 0.63, Loss = 1.172
[2019-11-27 01:06] Train Step 129600/1000000, Batch Size = 64, Examples/Sec = 5235.31, Accuracy = 0.65, Loss = 1.140
[2019-11-27 01:06] Train Step 129700/1000000, Batch Size = 64, Examples/Sec = 4891.41, Accuracy = 0.63, Loss = 1.177
[2019-11-27 01:06] Train Step 129800/1000000, Batch Size = 64, Examples/Sec = 6014.15, Accuracy = 0.64, Loss = 1.175
[2019-11-27 01:06] Train Step 129900/1000000, Batch Size = 64, Examples/Sec = 7029.13, Accuracy = 0.62, Loss = 1.205
[2019-11-27 01:06] Train Step 130000/1000000, Batch Size = 64, Examples/Sec = 7254.03, Accuracy = 0.65, Loss = 1.091
[2019-11-27 01:06] Train Step 130100/1000000, Batch Size = 64, Examples/Sec = 7235.65, Accuracy = 0.65, Loss = 1.119
[2019-11-27 01:06] Train Step 130200/1000000, Batch Size = 64, Examples/Sec = 6781.07, Accuracy = 0.67, Loss = 1.104
[2019-11-27 01:06] Train Step 130300/1000000, Batch Size = 64, Examples/Sec = 7182.03, Accuracy = 0.64, Loss = 1.170
[2019-11-27 01:06] Train Step 130400/1000000, Batch Size = 64, Examples/Sec = 4658.96, Accuracy = 0.66, Loss = 1.105
